% f evaluations | g evaluations | best noise-free fitness - Fopt (6.870000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.054960818e+01 +1.741960818e+01 +1.741960818e+01
18 0 +8.882643947e+00 +1.575264395e+01 +1.575264395e+01
24 0 +8.504630109e+00 +1.537463011e+01 +1.537463011e+01
36 0 +7.470229806e+00 +1.434022981e+01 +1.434022981e+01
55 0 +6.647690413e+00 +1.351769041e+01 +1.351769041e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e-02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.185308916e+01 +1.186308916e+01 +1.186308916e+01
5 0 +9.573101287e+00 +9.583101287e+00 +9.583101287e+00
15 0 +8.121151779e+00 +8.131151779e+00 +8.131151779e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.306100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.451380668e+01 -1.160961933e+02 -1.160961933e+02
2 0 +1.190819765e+01 -1.187018024e+02 -1.187018024e+02
6 0 +1.084064613e+01 -1.197693539e+02 -1.197693539e+02
10 0 +9.107784789e+00 -1.215022152e+02 -1.215022152e+02
32 0 +8.720096551e+00 -1.218899034e+02 -1.218899034e+02
55 0 +6.807943590e+00 -1.238020564e+02 -1.238020564e+02
69 0 +6.248551411e+00 -1.243614486e+02 -1.243614486e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.231200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.305576870e+01 -2.100642313e+02 -2.100642313e+02
4 0 +8.133003127e+00 -2.149869969e+02 -2.149869969e+02
23 0 +7.564362507e+00 -2.155556375e+02 -2.155556375e+02
26 0 +7.007136075e+00 -2.161128639e+02 -2.161128639e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.443000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.214614794e+01 -3.228385206e+01 -3.228385206e+01
2 0 +1.110467744e+01 -3.332532256e+01 -3.332532256e+01
29 0 +8.106098715e+00 -3.632390128e+01 -3.632390128e+01
50 0 +7.693095783e+00 -3.673690422e+01 -3.673690422e+01
