% f evaluations | g evaluations | best noise-free fitness - Fopt (9.294000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.446256321e+02 +8.375656321e+02 +8.375656321e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +5.796487931e+02 +6.725887931e+02 +6.725887931e+02 +1.7622e+00 +1.8288e+00 +4.6960e+00 -1.0318e+00 +4.6833e+00 +4.4605e-01 +3.8843e+00 +3.5107e+00 -2.9386e+00 +1.1508e+00
6 0 +3.707719836e+02 +4.637119836e+02 +4.637119836e+02 -8.5149e-01 -4.7051e+00 -2.4971e+00 +3.8758e+00 -8.3723e-02 +4.7465e+00 +1.6190e+00 -2.2501e+00 -3.7167e+00 +1.3931e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.535000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.817950521e+02 +4.171450521e+02 +4.171450521e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
9 0 +3.469352865e+02 +3.822852865e+02 +3.822852865e+02 +1.5755e+00 +1.4589e+00 -2.0080e-01 +3.3717e+00 +4.0283e+00 +1.8156e-01 +4.7500e+00 +3.7052e+00 +2.1564e+00 -1.2858e+00
17 0 +2.302617366e+02 +2.656117366e+02 +2.656117366e+02 +4.2867e+00 +2.4941e+00 -1.7693e+00 +2.7980e+00 +1.4454e+00 -3.1667e+00 +1.9868e+00 -1.1091e+00 +4.7871e+00 +1.9967e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.820000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.465692563e+02 +2.503892563e+02 +2.503892563e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
18 0 +1.467317544e+02 +1.505517544e+02 +1.505517544e+02 +4.0339e+00 -1.2948e+00 +4.6139e+00 -4.0190e+00 +1.5835e+00 +4.6570e-01 -3.7860e-01 -3.6975e+00 +2.1191e+00 -4.9435e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.175000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.295796235e+02 +3.513296235e+02 +3.513296235e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 0 +2.230247241e+02 +2.447747241e+02 +2.447747241e+02 +2.7109e+00 -2.5653e+00 -1.0924e+00 +3.5585e+00 -2.9804e+00 -2.1065e+00 +8.9591e-01 -2.8412e+00 +2.7411e+00 +5.3759e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.479000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.557821840e+02 +4.205721840e+02 +4.205721840e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.947000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.866750529e+02 +2.372050529e+02 +2.372050529e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
19 0 +2.702893262e+02 +2.208193262e+02 +2.208193262e+02 +3.7996e+00 -4.0441e+00 +3.2888e+00 +4.3824e+00 -1.6251e+00 +1.3612e+00 +2.8264e+00 -1.7151e+00 +2.4563e+00 +2.7659e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.225000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.659083604e+02 +3.236583604e+02 +3.236583604e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.295600000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.149278313e+02 +3.853678313e+02 +3.853678313e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
9 0 +4.843310716e+02 +3.547710716e+02 +3.547710716e+02 +2.7543e+00 -3.8174e+00 +4.2612e+00 +4.6908e+00 +1.4987e+00 -2.3356e+00 -4.1420e+00 +1.6809e+00 -4.2590e+00 +7.5526e-02
21 0 +3.541673626e+02 +2.246073626e+02 +2.246073626e+02 +1.1167e+00 -4.6897e+00 +2.1182e+00 +9.7263e-01 -4.6258e-01 -1.0025e+00 +3.7567e+00 +8.3324e-02 +3.1168e-01 -2.4545e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.774000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.134565861e+03 +1.106825861e+03 +1.106825861e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +4.683607135e+02 +4.406207135e+02 +4.406207135e+02 +6.7536e-01 -2.3012e+00 -4.7027e+00 -4.3736e+00 -3.5872e+00 -3.6896e+00 -4.5263e+00 +1.9517e-01 +3.9762e-01 +4.1205e+00
12 0 +4.495563079e+02 +4.218163079e+02 +4.218163079e+02 -1.4365e+00 +5.7289e-01 -4.3521e+00 +4.8233e+00 -3.9729e-01 +2.4002e+00 +1.1383e-01 -2.2458e+00 -7.4437e-01 -4.9673e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (5.073300000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.637733027e+02 +7.711033027e+02 +7.711033027e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (5.029000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.993325124e+02 +4.496225124e+02 +4.496225124e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 0 +2.016454559e+02 +2.519354559e+02 +2.519354559e+02 +4.5879e+00 +4.5242e-01 +1.9492e+00 +1.6610e+00 -1.4341e+00 +1.5059e+00 -4.9545e-01 -1.7555e-01 +3.4224e+00 +4.3091e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.250910124e+02 -3.749089876e+02 -3.749089876e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
11 0 +3.985902647e+02 -6.014097353e+02 -6.014097353e+02 +3.9065e+00 +3.1975e+00 -3.7055e+00 +6.9122e-01 +2.0859e+00 +4.2295e+00 -1.7216e+00 +4.6401e+00 +3.2043e+00 -3.6034e+00
18 0 +2.703460572e+02 -7.296539428e+02 -7.296539428e+02 +1.5402e+00 -7.9469e-01 +1.3308e+00 -6.8389e-01 -3.4346e+00 +4.8959e-01 +3.8225e+00 -2.3923e+00 -2.8537e+00 -2.0739e+00
19 0 +1.593678513e+02 -8.406321487e+02 -8.406321487e+02 +1.4980e+00 +1.6307e+00 -3.0380e-01 +1.6286e-01 -2.9002e+00 +3.6018e+00 +3.8045e+00 -3.0919e+00 +1.1521e+00 -2.6025e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.074000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.795361056e+02 +7.402761056e+02 +7.402761056e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +4.376086405e+02 +4.983486405e+02 +4.983486405e+02 +2.0246e+00 +2.8035e+00 -2.6754e+00 -3.1623e+00 -3.9013e+00 +2.9743e+00 +4.9506e+00 +1.0221e+00 +1.0324e+00 +3.6238e+00
10 0 +3.151875833e+02 +3.759275833e+02 +3.759275833e+02 +2.1930e+00 +2.8989e-01 -1.8671e+00 -2.4726e+00 -3.8913e+00 +4.3602e+00 -4.6642e-01 -4.1810e+00 -3.2145e+00 +4.9368e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.284000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.939523238e+02 +5.067923238e+02 +5.067923238e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +3.243574952e+02 +3.371974952e+02 +3.371974952e+02 -2.8629e+00 +2.9996e+00 -3.6548e+00 -6.3116e-01 -3.4503e+00 +3.4754e+00 +2.0729e+00 +3.4906e+00 +2.3323e+00 +4.9905e+00
6 0 +1.273438840e+02 +1.401838840e+02 +1.401838840e+02 -1.3727e+00 +1.4982e+00 -2.9316e-01 -4.2249e+00 -2.1899e+00 -7.0882e-01 +1.1259e+00 +2.0769e+00 +1.4798e+00 -1.2027e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.626000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.853214226e+02 +1.590614226e+02 +1.590614226e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +6.330045038e+01 +3.704045038e+01 +3.704045038e+01 +3.5907e+00 -1.1712e+00 -2.7927e+00 -1.7707e-01 +1.0579e+00 +2.6385e+00 -2.1970e-01 -3.3652e-01 -3.1644e+00 +8.1990e-01
