% f evaluations | g evaluations | best noise-free fitness - Fopt (-9.210000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.992761284e+02 +3.900661284e+02 +3.900661284e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 0 +3.512794551e+02 +3.420694551e+02 +3.420694551e+02 -4.1753e+00 -4.7084e+00 +4.6884e+00 +3.9573e+00 -4.5410e+00 -1.9359e+00 +3.0758e+00 -8.6027e-02 +2.8262e+00 +1.4223e+00 +1.0755e+00 +2.4379e+00 -2.0220e+00 +4.6332e+00 +5.6964e-03 +8.7474e-01 +3.2777e+00 +1.9322e+00 -1.3385e+00 -1.2650e+00
5 0 +2.389763066e+02 +2.297663066e+02 +2.297663066e+02 +3.7078e+00 -4.1019e+00 -2.5848e+00 +4.0146e+00 -1.3548e-01 +4.2453e+00 -4.1782e+00 +2.5033e+00 +2.6896e+00 +3.2726e+00 -3.1134e+00 -2.0860e+00 +3.1086e-01 +3.0718e+00 -3.4960e+00 +1.4626e+00 +1.8771e+00 +4.0034e+00 -4.3915e+00 +2.8204e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.559900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.992761284e+02 +1.055266128e+03 +1.055266128e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +2.505502972e+02 +9.065402972e+02 +9.065402972e+02 -2.0454e+00 -6.9356e-01 -1.1888e+00 +5.2091e-01 -1.5080e+00 -1.1376e+00 -4.2375e+00 +1.0954e+00 -3.8920e+00 +3.7330e+00 -5.1113e-01 -2.7573e+00 +2.4871e+00 -2.4699e+00 +4.0013e+00 +3.3100e+00 -1.3627e+00 -3.7409e+00 -5.0527e-01 +4.5735e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (6.671000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.992761284e+02 +4.659861284e+02 +4.659861284e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 0 +3.321667570e+02 +3.988767570e+02 +3.988767570e+02 +2.5590e+00 -5.8100e-01 +1.1450e+00 +2.8902e+00 -3.4813e+00 +1.1393e+00 +1.2921e+00 -7.5868e-01 -1.4590e+00 -2.1787e+00 -3.2856e+00 +4.0934e+00 -3.4524e+00 +4.8946e+00 +3.9842e+00 +4.1639e-02 -1.7694e+00 -1.6547e+00 -4.1151e+00 +3.1285e+00
6 0 +2.922422796e+02 +3.589522796e+02 +3.589522796e+02 -3.7435e-01 -2.5628e+00 +1.2216e+00 -9.3536e-01 +1.2731e+00 -2.9544e+00 -4.2279e+00 +4.3905e+00 -2.4961e+00 +3.9174e+00 +4.1119e+00 +2.3975e+00 -3.8535e-01 -2.6045e-01 +3.2323e+00 +3.1185e-01 -4.6579e+00 -3.7158e+00 -4.2955e+00 -4.0567e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (9.416700000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.992761284e+02 +1.340946128e+03 +1.340946128e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +3.800440247e+02 +1.321714025e+03 +1.321714025e+03 +3.7890e-01 -3.3409e+00 +2.1236e+00 -2.4898e+00 +1.7300e+00 -2.1251e+00 -2.4223e+00 +4.5034e+00 +4.9697e-01 +9.9783e-01 +2.8718e+00 -4.8034e+00 +6.3771e-01 -4.6984e+00 -4.4481e-01 +3.0576e+00 +4.7868e+00 +2.2779e+00 +1.5789e+00 -3.6013e-01
3 0 +3.192412249e+02 +1.260911225e+03 +1.260911225e+03 +2.4949e+00 +1.4316e+00 -2.3611e+00 +2.8148e+00 -2.0250e+00 +2.6067e+00 -1.4477e+00 -3.3952e+00 +2.4112e+00 -7.4352e-01 +3.1240e-01 +2.8724e+00 -2.4115e+00 -8.5900e-02 +1.5532e+00 +4.9947e+00 +2.9742e+00 +3.0220e+00 -1.7229e+00 +1.5407e+00
9 0 +2.612228881e+02 +1.202892888e+03 +1.202892888e+03 -4.2833e+00 +4.5543e+00 -3.6186e+00 +3.3894e+00 -3.8081e+00 +1.6822e+00 -4.5501e-01 -4.0254e+00 -6.5851e-02 -1.6687e+00 +3.2837e+00 -3.3494e+00 +9.4535e-01 -1.4971e+00 -4.1034e+00 -1.4147e+00 -3.6881e+00 +4.4238e+00 +4.5935e+00 +4.8943e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.745000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.992761284e+02 +3.618261284e+02 +3.618261284e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +2.877015103e+02 +2.502515103e+02 +2.502515103e+02 -2.1421e+00 -4.3475e-01 +1.0542e+00 +3.0752e+00 -2.4364e+00 -2.0300e+00 +4.1484e+00 +1.6077e+00 +3.9688e+00 +4.8484e+00 +4.3600e+00 +3.4347e+00 -4.5904e+00 -3.8667e+00 -1.7639e+00 -2.1675e+00 -2.0216e-01 -9.8947e-02 +1.6975e+00 -2.8618e+00
4 0 +2.638187603e+02 +2.263687603e+02 +2.263687603e+02 +4.6308e+00 +2.4556e+00 -4.0236e+00 -7.5142e-01 +4.3552e+00 +4.3137e+00 -2.1736e+00 +3.2728e+00 +4.6072e+00 +3.7195e+00 +2.8738e+00 -1.0254e+00 -2.6542e+00 -3.2601e+00 +2.7969e+00 -1.3590e-01 +2.3645e-01 +4.3179e+00 +6.3063e-01 -3.5055e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.226500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.992761284e+02 +2.766261284e+02 +2.766261284e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +3.270913270e+02 +2.044413270e+02 +2.044413270e+02 -2.7145e+00 +4.4207e-01 -1.0789e+00 +4.0771e+00 -3.6870e+00 +5.1891e-01 -1.0877e+00 -2.4106e+00 -4.4193e+00 +1.9965e+00 +4.5018e+00 +2.0728e+00 -5.3449e-01 +2.2177e+00 -2.0041e+00 +2.4729e+00 +3.0490e+00 +2.3391e+00 +2.3530e+00 -1.4662e+00
